pins,frequency,level
3902,83,difficult
3926,83,difficult
3952,83,difficult
3957,83,difficult
3966,83,difficult
3968,83,difficult
3988,83,difficult
4034,83,difficult
4049,83,difficult
4052,83,difficult
4061,83,difficult
4082,83,difficult
4107,83,difficult
4174,83,difficult
4183,83,difficult
4186,83,difficult
4273,83,difficult
4297,83,difficult
4299,83,difficult
4304,83,difficult
4339,83,difficult
4384,83,difficult
4389,83,difficult
4636,83,difficult
4642,83,difficult
4643,83,difficult
4675,83,difficult
4676,83,difficult
4692,83,difficult
4705,83,difficult
4717,83,difficult
4736,83,difficult
4763,83,difficult
4795,83,difficult
4799,83,difficult
4805,83,difficult
4837,83,difficult
4898,83,difficult
4906,83,difficult
4922,83,difficult
4946,83,difficult
4956,83,difficult
4984,83,difficult
4985,83,difficult
5016,83,difficult
5083,83,difficult
5095,83,difficult
5128,83,difficult
5136,83,difficult
5206,83,difficult
5286,83,difficult
5296,83,difficult
5302,83,difficult
5367,83,difficult
5380,83,difficult
5382,83,difficult
5399,83,difficult
5403,83,difficult
5405,83,difficult
5429,83,difficult
5480,83,difficult
5508,83,difficult
5537,83,difficult
5583,83,difficult
5594,83,difficult
5631,83,difficult
5640,83,difficult
5649,83,difficult
5718,83,difficult
5751,83,difficult
5766,83,difficult
5834,83,difficult
5856,83,difficult
5915,83,difficult
5918,83,difficult
5923,83,difficult
6032,83,difficult
6037,83,difficult
6106,83,difficult
6108,83,difficult
6121,83,difficult
6159,83,difficult
6208,83,difficult
6299,83,difficult
6301,83,difficult
6335,83,difficult
6349,83,difficult
6373,83,difficult
6388,83,difficult
6423,83,difficult
6426,83,difficult
6436,83,difficult
6471,83,difficult
6487,83,difficult
6499,83,difficult
6550,83,difficult
6561,83,difficult
6580,83,difficult
6581,83,difficult
6640,83,difficult
6728,83,difficult
6759,83,difficult
6802,83,difficult
6880,83,difficult
6892,83,difficult
6908,83,difficult
6936,83,difficult
6950,83,difficult
6961,83,difficult
6975,83,difficult
6982,83,difficult
7016,83,difficult
7039,83,difficult
7076,83,difficult
7079,83,difficult
7134,83,difficult
7168,83,difficult
7184,83,difficult
7191,83,difficult
7215,83,difficult
7216,83,difficult
7243,83,difficult
7291,83,difficult
7294,83,difficult
7341,83,difficult
7352,83,difficult
7356,83,difficult
7368,83,difficult
7381,83,difficult
7428,83,difficult
7489,83,difficult
7496,83,difficult
7542,83,difficult
7547,83,difficult
7550,83,difficult
7634,83,difficult
7681,83,difficult
7685,83,difficult
7690,83,difficult
7692,83,difficult
7699,83,difficult
7739,83,difficult
7743,83,difficult
7804,83,difficult
7859,83,difficult
7924,83,difficult
7941,83,difficult
7945,83,difficult
7950,83,difficult
7954,83,difficult
7986,83,difficult
8099,83,difficult
8122,83,difficult
8129,83,difficult
8175,83,difficult
8224,83,difficult
8254,83,difficult
8261,83,difficult
8262,83,difficult
8328,83,difficult
8373,83,difficult
8380,83,difficult
8390,83,difficult
8419,83,difficult
8454,83,difficult
8481,83,difficult
8483,83,difficult
8495,83,difficult
8540,83,difficult
8549,83,difficult
8570,83,difficult
8605,83,difficult
8608,83,difficult
8615,83,difficult
8657,83,difficult
8659,83,difficult
8661,83,difficult
8663,83,difficult
8665,83,difficult
8685,83,difficult
8704,83,difficult
8707,83,difficult
8709,83,difficult
8730,83,difficult
8752,83,difficult
8753,83,difficult
8763,83,difficult
8764,83,difficult
8775,83,difficult
8820,83,difficult
8854,83,difficult
8859,83,difficult
8909,83,difficult
8924,83,difficult
9018,83,difficult
9045,83,difficult
9060,83,difficult
9089,83,difficult
9104,83,difficult
9105,83,difficult
9124,83,difficult
9162,83,difficult
9176,83,difficult
9179,83,difficult
9233,83,difficult
9248,83,difficult
9267,83,difficult
9309,83,difficult
9336,83,difficult
9383,83,difficult
9396,83,difficult
9403,83,difficult
9408,83,difficult
9426,83,difficult
9437,83,difficult
9440,83,difficult
9451,83,difficult
9487,83,difficult
9495,83,difficult
9504,83,difficult
9552,83,difficult
9562,83,difficult
9603,83,difficult
9612,83,difficult
9651,83,difficult
9667,83,difficult
9706,83,difficult
9723,83,difficult
9751,83,difficult
9765,83,difficult
9775,83,difficult
9783,83,difficult
9823,83,difficult
9860,83,difficult
9867,83,difficult
9882,83,difficult
9905,83,difficult
9941,83,difficult
9952,83,difficult
185,82,difficult
397,82,difficult
399,82,difficult
433,82,difficult
434,82,difficult
437,82,difficult
464,82,difficult
466,82,difficult
536,82,difficult
549,82,difficult
558,82,difficult
658,82,difficult
680,82,difficult
697,82,difficult
737,82,difficult
758,82,difficult
773,82,difficult
835,82,difficult
862,82,difficult
870,82,difficult
875,82,difficult
934,82,difficult
936,82,difficult
992,82,difficult
2693,82,difficult
2793,82,difficult
2867,82,difficult
2937,82,difficult
2952,82,difficult
2961,82,difficult
3067,82,difficult
3293,82,difficult
3595,82,difficult
3774,82,difficult
3778,82,difficult
3780,82,difficult
3852,82,difficult
3857,82,difficult
3868,82,difficult
3905,82,difficult
3958,82,difficult
3970,82,difficult
3991,82,difficult
4043,82,difficult
4046,82,difficult
4053,82,difficult
4067,82,difficult
4089,82,difficult
4106,82,difficult
4167,82,difficult
4182,82,difficult
4193,82,difficult
4237,82,difficult
4276,82,difficult
4291,82,difficult
4358,82,difficult
4364,82,difficult
4437,82,difficult
4473,82,difficult
4572,82,difficult
4607,82,difficult
4724,82,difficult
4726,82,difficult
4843,82,difficult
4899,82,difficult
4917,82,difficult
4948,82,difficult
4995,82,difficult
5063,82,difficult
5186,82,difficult
5197,82,difficult
5274,82,difficult
5340,82,difficult
5607,82,difficult
5642,82,difficult
5685,82,difficult
5694,82,difficult
5705,82,difficult
5734,82,difficult
5737,82,difficult
5803,82,difficult
5916,82,difficult
5944,82,difficult
5973,82,difficult
5974,82,difficult
6019,82,difficult
6045,82,difficult
6063,82,difficult
6080,82,difficult
6149,82,difficult
6151,82,difficult
6202,82,difficult
6253,82,difficult
6342,82,difficult
6358,82,difficult
6360,82,difficult
6467,82,difficult
6472,82,difficult
6473,82,difficult
6478,82,difficult
6527,82,difficult
6585,82,difficult
6591,82,difficult
6595,82,difficult
6596,82,difficult
6634,82,difficult
6701,82,difficult
6739,82,difficult
6745,82,difficult
6753,82,difficult
6938,82,difficult
6945,82,difficult
7048,82,difficult
7060,82,difficult
7087,82,difficult
7105,82,difficult
7153,82,difficult
7246,82,difficult
7261,82,difficult
7284,82,difficult
7316,82,difficult
7366,82,difficult
7430,82,difficult
7463,82,difficult
7506,82,difficult
7534,82,difficult
7570,82,difficult
7592,82,difficult
7617,82,difficult
7642,82,difficult
7663,82,difficult
7696,82,difficult
7813,82,difficult
7953,82,difficult
7970,82,difficult
7972,82,difficult
7975,82,difficult
8027,82,difficult
8054,82,difficult
8066,82,difficult
8071,82,difficult
8142,82,difficult
8185,82,difficult
8195,82,difficult
8223,82,difficult
8273,82,difficult
8280,82,difficult
8473,82,difficult
8479,82,difficult
8519,82,difficult
8554,82,difficult
8599,82,difficult
8603,82,difficult
8610,82,difficult
8631,82,difficult
8655,82,difficult
8693,82,difficult
8835,82,difficult
8840,82,difficult
8845,82,difficult
8917,82,difficult
9005,82,difficult
9053,82,difficult
9055,82,difficult
9075,82,difficult
9078,82,difficult
9103,82,difficult
9142,82,difficult
9169,82,difficult
9223,82,difficult
9242,82,difficult
9277,82,difficult
9284,82,difficult
9318,82,difficult
9319,82,difficult
9322,82,difficult
9338,82,difficult
9431,82,difficult
9443,82,difficult
9466,82,difficult
9503,82,difficult
9521,82,difficult
9553,82,difficult
9602,82,difficult
9644,82,difficult
9676,82,difficult
9684,82,difficult
9719,82,difficult
9720,82,difficult
9757,82,difficult
9766,82,difficult
9771,82,difficult
9781,82,difficult
9793,82,difficult
9814,82,difficult
9825,82,difficult
9841,82,difficult
9844,82,difficult
9869,82,difficult
9881,82,difficult
9884,82,difficult
9970,82,difficult
51,81,difficult
139,81,difficult
194,81,difficult
264,81,difficult
265,81,difficult
363,81,difficult
376,81,difficult
382,81,difficult
471,81,difficult
472,81,difficult
494,81,difficult
568,81,difficult
581,81,difficult
632,81,difficult
641,81,difficult
752,81,difficult
761,81,difficult
797,81,difficult
840,81,difficult
887,81,difficult
895,81,difficult
953,81,difficult
956,81,difficult
983,81,difficult
996,81,difficult
2394,81,difficult
2851,81,difficult
2993,81,difficult
3052,81,difficult
3065,81,difficult
3092,81,difficult
3095,81,difficult
3292,81,difficult
3449,81,difficult
3496,81,difficult
3704,81,difficult
3762,81,difficult
3771,81,difficult
3797,81,difficult
3804,81,difficult
3956,81,difficult
3973,81,difficult
4076,81,difficult
4086,81,difficult
4094,81,difficult
4162,81,difficult
4296,81,difficult
4307,81,difficult
4360,81,difficult
4361,81,difficult
4362,81,difficult
4407,81,difficult
4481,81,difficult
4630,81,difficult
4638,81,difficult
4693,81,difficult
4735,81,difficult
4767,81,difficult
4814,81,difficult
4892,81,difficult
4920,81,difficult
4975,81,difficult
5047,81,difficult
5057,81,difficult
5096,81,difficult
5098,81,difficult
5137,81,difficult
5178,81,difficult
5185,81,difficult
5327,81,difficult
5395,81,difficult
5608,81,difficult
5703,81,difficult
5732,81,difficult
5795,81,difficult
5873,81,difficult
5920,81,difficult
5930,81,difficult
5954,81,difficult
5976,81,difficult
5984,81,difficult
6005,81,difficult
6127,81,difficult
6141,81,difficult
6152,81,difficult
6178,81,difficult
6196,81,difficult
6218,81,difficult
6240,81,difficult
6291,81,difficult
6344,81,difficult
6371,81,difficult
6379,81,difficult
6393,81,difficult
6435,81,difficult
6437,81,difficult
6505,81,difficult
6551,81,difficult
6552,81,difficult
6607,81,difficult
6614,81,difficult
6619,81,difficult
6703,81,difficult
6708,81,difficult
6715,81,difficult
6716,81,difficult
6717,81,difficult
6751,81,difficult
6757,81,difficult
6780,81,difficult
6798,81,difficult
6883,81,difficult
6916,81,difficult
6956,81,difficult
7019,81,difficult
7035,81,difficult
7040,81,difficult
7081,81,difficult
7106,81,difficult
7124,81,difficult
7249,81,difficult
7255,81,difficult
7295,81,difficult
7343,81,difficult
7369,81,difficult
7398,81,difficult
7442,81,difficult
7451,81,difficult
7487,81,difficult
7499,81,difficult
7516,81,difficult
7522,81,difficult
7526,81,difficult
7544,81,difficult
7626,81,difficult
7671,81,difficult
7674,81,difficult
7816,81,difficult
7822,81,difficult
7846,81,difficult
7917,81,difficult
7932,81,difficult
7943,81,difficult
7960,81,difficult
7961,81,difficult
7969,81,difficult
8032,81,difficult
8171,81,difficult
8206,81,difficult
8225,81,difficult
8230,81,difficult
8368,81,difficult
8399,81,difficult
8423,81,difficult
8442,81,difficult
8463,81,difficult
8470,81,difficult
8476,81,difficult
8536,81,difficult
8561,81,difficult
8601,81,difficult
8644,81,difficult
8658,81,difficult
8671,81,difficult
8699,81,difficult
8758,81,difficult
8804,81,difficult
8838,81,difficult
8851,81,difficult
8861,81,difficult
8862,81,difficult
8904,81,difficult
8959,81,difficult
8984,81,difficult
9028,81,difficult
9072,81,difficult
9109,81,difficult
9127,81,difficult
9195,81,difficult
9214,81,difficult
9272,81,difficult
9280,81,difficult
9314,81,difficult
9328,81,difficult
9369,81,difficult
9387,81,difficult
9388,81,difficult
9404,81,difficult
9425,81,difficult
9461,81,difficult
9470,81,difficult
9493,81,difficult
9525,81,difficult
9530,81,difficult
9537,81,difficult
9646,81,difficult
9648,81,difficult
9717,81,difficult
9724,81,difficult
9741,81,difficult
9745,81,difficult
9746,81,difficult
9752,81,difficult
9795,81,difficult
9840,81,difficult
9895,81,difficult
160,80,difficult
394,80,difficult
395,80,difficult
461,80,difficult
490,80,difficult
545,80,difficult
583,80,difficult
631,80,difficult
637,80,difficult
650,80,difficult
662,80,difficult
733,80,difficult
765,80,difficult
791,80,difficult
881,80,difficult
886,80,difficult
938,80,difficult
967,80,difficult
2076,80,difficult
2096,80,difficult
3297,80,difficult
3808,80,difficult
3871,80,difficult
3923,80,difficult
3965,80,difficult
3997,80,difficult
4038,80,difficult
4138,80,difficult
4368,80,difficult
4376,80,difficult
4408,80,difficult
4623,80,difficult
4821,80,difficult
4907,80,difficult
4938,80,difficult
4944,80,difficult
4978,80,difficult
4990,80,difficult
5092,80,difficult
5338,80,difficult
5704,80,difficult
5720,80,difficult
5739,80,difficult
5745,80,difficult
5796,80,difficult
5902,80,difficult
5942,80,difficult
5964,80,difficult
6034,80,difficult
6048,80,difficult
6051,80,difficult
6065,80,difficult
6074,80,difficult
6238,80,difficult
6308,80,difficult
6320,80,difficult
6348,80,difficult
6356,80,difficult
6380,80,difficult
6417,80,difficult
6501,80,difficult
6503,80,difficult
6562,80,difficult
6571,80,difficult
6572,80,difficult
6588,80,difficult
6620,80,difficult
6643,80,difficult
6796,80,difficult
6821,80,difficult
6830,80,difficult
6902,80,difficult
6943,80,difficult
6952,80,difficult
6957,80,difficult
7009,80,difficult
7053,80,difficult
7099,80,difficult
7165,80,difficult
7182,80,difficult
7203,80,difficult
7236,80,difficult
7241,80,difficult
7242,80,difficult
7314,80,difficult
7392,80,difficult
7498,80,difficult
7670,80,difficult
7801,80,difficult
7837,80,difficult
7870,80,difficult
7968,80,difficult
8038,80,difficult
8091,80,difficult
8141,80,difficult
8144,80,difficult
8162,80,difficult
8297,80,difficult
8306,80,difficult
8341,80,difficult
8353,80,difficult
8418,80,difficult
8430,80,difficult
8450,80,difficult
8556,80,difficult
8597,80,difficult
8640,80,difficult
8677,80,difficult
8695,80,difficult
8767,80,difficult
8826,80,difficult
8834,80,difficult
8860,80,difficult
8867,80,difficult
8942,80,difficult
8943,80,difficult
8955,80,difficult
9152,80,difficult
9157,80,difficult
9161,80,difficult
9224,80,difficult
9278,80,difficult
9285,80,difficult
9291,80,difficult
9341,80,difficult
9441,80,difficult
9508,80,difficult
9520,80,difficult
9554,80,difficult
9556,80,difficult
9590,80,difficult
9627,80,difficult
9641,80,difficult
9642,80,difficult
9671,80,difficult
9675,80,difficult
9686,80,difficult
9749,80,difficult
9806,80,difficult
9829,80,difficult
9837,80,difficult
9853,80,difficult
9936,80,difficult
9945,80,difficult
9954,80,difficult
9959,80,difficult
334,79,difficult
353,79,difficult
373,79,difficult
379,79,difficult
481,79,difficult
497,79,difficult
541,79,difficult
553,79,difficult
644,79,difficult
649,79,difficult
796,79,difficult
832,79,difficult
833,79,difficult
858,79,difficult
874,79,difficult
941,79,difficult
946,79,difficult
968,79,difficult
971,79,difficult
2051,79,difficult
2843,79,difficult
2964,79,difficult
2967,79,difficult
3081,79,difficult
3529,79,difficult
3549,79,difficult
3589,79,difficult
3744,79,difficult
3858,79,difficult
3897,79,difficult
3974,79,difficult
3976,79,difficult
4058,79,difficult
4070,79,difficult
4075,79,difficult
4088,79,difficult
4239,79,difficult
4370,79,difficult
4394,79,difficult
4396,79,difficult
4706,79,difficult
4743,79,difficult
4766,79,difficult
4782,79,difficult
4809,79,difficult
4897,79,difficult
4931,79,difficult
4933,79,difficult
4935,79,difficult
4981,79,difficult
5035,79,difficult
5061,79,difficult
5062,79,difficult
5192,79,difficult
5374,79,difficult
5385,79,difficult
5495,79,difficult
5725,79,difficult
5728,79,difficult
5731,79,difficult
5738,79,difficult
5742,79,difficult
5774,79,difficult
5835,79,difficult
5837,79,difficult
5871,79,difficult
5909,79,difficult
5949,79,difficult
5997,79,difficult
6042,79,difficult
6081,79,difficult
6103,79,difficult
6172,79,difficult
6252,79,difficult
6278,79,difficult
6414,79,difficult
6429,79,difficult
6430,79,difficult
6491,79,difficult
6506,79,difficult
6536,79,difficult
6652,79,difficult
6702,79,difficult
6834,79,difficult
6860,79,difficult
6865,79,difficult
6931,79,difficult
6953,79,difficult
6986,79,difficult
7066,79,difficult
7083,79,difficult
7108,79,difficult
7286,79,difficult
7324,79,difficult
7338,79,difficult
7344,79,difficult
7363,79,difficult
7384,79,difficult
7385,79,difficult
7395,79,difficult
7405,79,difficult
7437,79,difficult
7483,79,difficult
7490,79,difficult
7494,79,difficult
7520,79,difficult
7527,79,difficult
7572,79,difficult
7631,79,difficult
7820,79,difficult
7831,79,difficult
7840,79,difficult
7841,79,difficult
7853,79,difficult
7957,79,difficult
8028,79,difficult
8049,79,difficult
8094,79,difficult
8151,79,difficult
8156,79,difficult
8161,79,difficult
8239,79,difficult
8331,79,difficult
8360,79,difficult
8361,79,difficult
8369,79,difficult
8377,79,difficult
8392,79,difficult
8434,79,difficult
8441,79,difficult
8466,79,difficult
8497,79,difficult
8517,79,difficult
8543,79,difficult
8602,79,difficult
8614,79,difficult
8623,79,difficult
8630,79,difficult
8639,79,difficult
8681,79,difficult
8708,79,difficult
8732,79,difficult
8734,79,difficult
8757,79,difficult
8784,79,difficult
8803,79,difficult
8857,79,difficult
8906,79,difficult
8975,79,difficult
9016,79,difficult
9039,79,difficult
9059,79,difficult
9061,79,difficult
9086,79,difficult
9094,79,difficult
9156,79,difficult
9160,79,difficult
9164,79,difficult
9171,79,difficult
9172,79,difficult
9220,79,difficult
9235,79,difficult
9237,79,difficult
9258,79,difficult
9260,79,difficult
9270,79,difficult
9274,79,difficult
9283,79,difficult
9332,79,difficult
9356,79,difficult
9438,79,difficult
9450,79,difficult
9532,79,difficult
9625,79,difficult
9674,79,difficult
9692,79,difficult
9794,79,difficult
9826,79,difficult
9828,79,difficult
9859,79,difficult
9866,79,difficult
9894,79,difficult
9930,79,difficult
9943,79,difficult
9949,79,difficult
9958,79,difficult
9962,79,difficult
9967,79,difficult
197,78,difficult
237,78,difficult
253,78,difficult
368,78,difficult
388,78,difficult
648,78,difficult
665,78,difficult
685,78,difficult
739,78,difficult
740,78,difficult
884,78,difficult
899,78,difficult
3073,78,difficult
3497,78,difficult
3592,78,difficult
3709,78,difficult
3920,78,difficult
3954,78,difficult
3992,78,difficult
4065,78,difficult
4091,78,difficult
4092,78,difficult
4374,78,difficult
4495,78,difficult
4672,78,difficult
4776,78,difficult
4829,78,difficult
4894,78,difficult
4929,78,difficult
4993,78,difficult
5066,78,difficult
5067,78,difficult
5319,78,difficult
5349,78,difficult
5361,78,difficult
5396,78,difficult
5627,78,difficult
5740,78,difficult
5794,78,difficult
5919,78,difficult
5939,78,difficult
5958,78,difficult
6180,78,difficult
6203,78,difficult
6207,78,difficult
6209,78,difficult
6239,78,difficult
6271,78,difficult
6309,78,difficult
6370,78,difficult
6395,78,difficult
6447,78,difficult
6448,78,difficult
6458,78,difficult
6526,78,difficult
6576,78,difficult
6709,78,difficult
6746,78,difficult
6838,78,difficult
6841,78,difficult
6861,78,difficult
6864,78,difficult
6873,78,difficult
6924,78,difficult
6993,78,difficult
7186,78,difficult
7209,78,difficult
7238,78,difficult
7397,78,difficult
7583,78,difficult
7641,78,difficult
7694,78,difficult
7762,78,difficult
7836,78,difficult
7992,78,difficult
8062,78,difficult
8069,78,difficult
8096,78,difficult
8132,78,difficult
8136,78,difficult
8139,78,difficult
8165,78,difficult
8333,78,difficult
8387,78,difficult
8439,78,difficult
8440,78,difficult
8606,78,difficult
8609,78,difficult
8682,78,difficult
8696,78,difficult
8724,78,difficult
8905,78,difficult
8932,78,difficult
8954,78,difficult
9042,78,difficult
9189,78,difficult
9243,78,difficult
9259,78,difficult
9266,78,difficult
9271,78,difficult
9275,78,difficult
9316,78,difficult
9325,78,difficult
9372,78,difficult
9397,78,difficult
9471,78,difficult
9540,78,difficult
9571,78,difficult
9661,78,difficult
9688,78,difficult
9708,78,difficult
9716,78,difficult
9763,78,difficult
9770,78,difficult
9780,78,difficult
9838,78,difficult
183,77,difficult
195,77,difficult
348,77,difficult
366,77,difficult
449,77,difficult
465,77,difficult
473,77,difficult
543,77,difficult
591,77,difficult
636,77,difficult
638,77,difficult
656,77,difficult
687,77,difficult
694,77,difficult
781,77,difficult
837,77,difficult
857,77,difficult
861,77,difficult
863,77,difficult
867,77,difficult
950,77,difficult
952,77,difficult
954,77,difficult
3094,77,difficult
3394,77,difficult
3498,77,difficult
3499,77,difficult
3702,77,difficult
3708,77,difficult
3760,77,difficult
3854,77,difficult
3943,77,difficult
4063,77,difficult
4390,77,difficult
4674,77,difficult
4699,77,difficult
4737,77,difficult
4797,77,difficult
4803,77,difficult
4827,77,difficult
4833,77,difficult
4926,77,difficult
4943,77,difficult
4945,77,difficult
4968,77,difficult
5336,77,difficult
5339,77,difficult
5365,77,difficult
5707,77,difficult
5743,77,difficult
5793,77,difficult
5806,77,difficult
5903,77,difficult
5905,77,difficult
5921,77,difficult
5925,77,difficult
5938,77,difficult
6028,77,difficult
6043,77,difficult
6047,77,difficult
6049,77,difficult
6057,77,difficult
6131,77,difficult
6140,77,difficult
6173,77,difficult
6183,77,difficult
6192,77,difficult
6286,77,difficult
6298,77,difficult
6304,77,difficult
6338,77,difficult
6498,77,difficult
6508,77,difficult
6539,77,difficult
6650,77,difficult
6723,77,difficult
6737,77,difficult
6744,77,difficult
6764,77,difficult
6799,77,difficult
6836,77,difficult
6851,77,difficult
6854,77,difficult
6896,77,difficult
6919,77,difficult
6947,77,difficult
7085,77,difficult
7187,77,difficult
7218,77,difficult
7293,77,difficult
7330,77,difficult
7386,77,difficult
7453,77,difficult
7519,77,difficult
7556,77,difficult
7562,77,difficult
7616,77,difficult
7620,77,difficult
7624,77,difficult
7632,77,difficult
7647,77,difficult
7661,77,difficult
7662,77,difficult
7682,77,difficult
7817,77,difficult
7850,77,difficult
7872,77,difficult
7927,77,difficult
8036,77,difficult
8051,77,difficult
8052,77,difficult
8078,77,difficult
8152,77,difficult
8172,77,difficult
8336,77,difficult
8357,77,difficult
8453,77,difficult
8459,77,difficult
8492,77,difficult
8498,77,difficult
8560,77,difficult
8573,77,difficult
8666,77,difficult
8673,77,difficult
8746,77,difficult
8751,77,difficult
8768,77,difficult
8773,77,difficult
9054,77,difficult
9058,77,difficult
9081,77,difficult
9097,77,difficult
9126,77,difficult
9131,77,difficult
9151,77,difficult
9197,77,difficult
9212,77,difficult
9273,77,difficult
9308,77,difficult
9310,77,difficult
9330,77,difficult
9342,77,difficult
9376,77,difficult
9390,77,difficult
9416,77,difficult
9432,77,difficult
9454,77,difficult
9475,77,difficult
9535,77,difficult
9548,77,difficult
9570,77,difficult
9573,77,difficult
9576,77,difficult
9578,77,difficult
9587,77,difficult
9609,77,difficult
9620,77,difficult
9621,77,difficult
9637,77,difficult
9655,77,difficult
9656,77,difficult
9664,77,difficult
9680,77,difficult
9690,77,difficult
9715,77,difficult
9732,77,difficult
9734,77,difficult
9736,77,difficult
9804,77,difficult
9932,77,difficult
283,76,difficult
377,76,difficult
446,76,difficult
557,76,difficult
559,76,difficult
565,76,difficult
639,76,difficult
849,76,difficult
851,76,difficult
866,76,difficult
872,76,difficult
994,76,difficult
2946,76,difficult
3683,76,difficult
3761,76,difficult
3776,76,difficult
3803,76,difficult
3899,76,difficult
3983,76,difficult
4095,76,difficult
4605,76,difficult
4695,76,difficult
4738,76,difficult
4842,76,difficult
4986,76,difficult
5036,76,difficult
5039,76,difficult
5076,76,difficult
5146,76,difficult
5394,76,difficult
5406,76,difficult
5538,76,difficult
5933,76,difficult
5980,76,difficult
5993,76,difficult
6054,76,difficult
6077,76,difficult
6087,76,difficult
6091,76,difficult
6385,76,difficult
6391,76,difficult
6490,76,difficult
6529,76,difficult
6637,76,difficult
6683,76,difficult
6704,76,difficult
6749,76,difficult
6760,76,difficult
6813,76,difficult
6904,76,difficult
6940,76,difficult
6964,76,difficult
7026,76,difficult
7054,76,difficult
7136,76,difficult
7167,76,difficult
7192,76,difficult
7336,76,difficult
7354,76,difficult
7365,76,difficult
7462,76,difficult
7538,76,difficult
7668,76,difficult
7935,76,difficult
8035,76,difficult
8131,76,difficult
8167,76,difficult
8295,76,difficult
8313,76,difficult
8355,76,difficult
8359,76,difficult
8363,76,difficult
8396,76,difficult
8435,76,difficult
8447,76,difficult
8449,76,difficult
8467,76,difficult
8594,76,difficult
8656,76,difficult
8679,76,difficult
8705,76,difficult
8748,76,difficult
8760,76,difficult
8792,76,difficult
8927,76,difficult
9084,76,difficult
9244,76,difficult
9253,76,difficult
9261,76,difficult
9268,76,difficult
9276,76,difficult
9297,76,difficult
9304,76,difficult
9326,76,difficult
9329,76,difficult
9337,76,difficult
9350,76,difficult
9378,76,difficult
9418,76,difficult
9457,76,difficult
9459,76,difficult
9472,76,difficult
9473,76,difficult
9483,76,difficult
9488,76,difficult
9581,76,difficult
9596,76,difficult
9694,76,difficult
9755,76,difficult
9762,76,difficult
9772,76,difficult
9778,76,difficult
9827,76,difficult
9843,76,difficult
9850,76,difficult
9863,76,difficult
9946,76,difficult
9974,76,difficult
259,75,difficult
293,75,difficult
299,75,difficult
340,75,difficult
390,75,difficult
460,75,difficult
498,75,difficult
681,75,difficult
795,75,difficult
975,75,difficult
3749,75,difficult
3896,75,difficult
3904,75,difficult
3906,75,difficult
3964,75,difficult
3998,75,difficult
4056,75,difficult
4493,75,difficult
4629,75,difficult
4696,75,difficult
4965,75,difficult
5084,75,difficult
5093,75,difficult
5195,75,difficult
5393,75,difficult
5398,75,difficult
5936,75,difficult
5947,75,difficult
5972,75,difficult
5992,75,difficult
6013,75,difficult
6018,75,difficult
6026,75,difficult
6075,75,difficult
6089,75,difficult
6197,75,difficult
6296,75,difficult
6359,75,difficult
6396,75,difficult
6528,75,difficult
6560,75,difficult
6729,75,difficult
6816,75,difficult
6846,75,difficult
6850,75,difficult
6857,75,difficult
6893,75,difficult
6939,75,difficult
7032,75,difficult
7049,75,difficult
7345,75,difficult
7348,75,difficult
7443,75,difficult
7599,75,difficult
7835,75,difficult
7939,75,difficult
7944,75,difficult
7949,75,difficult
7996,75,difficult
8045,75,difficult
8047,75,difficult
8058,75,difficult
8063,75,difficult
8149,75,difficult
8268,75,difficult
8276,75,difficult
8296,75,difficult
8365,75,difficult
8553,75,difficult
8592,75,difficult
8781,75,difficult
8783,75,difficult
8940,75,difficult
8982,75,difficult
9065,75,difficult
9129,75,difficult
9136,75,difficult
9167,75,difficult
9217,75,difficult
9240,75,difficult
9282,75,difficult
9320,75,difficult
9344,75,difficult
9362,75,difficult
9429,75,difficult
9467,75,difficult
9492,75,difficult
9509,75,difficult
9543,75,difficult
9589,75,difficult
9592,75,difficult
9593,75,difficult
9668,75,difficult
9817,75,difficult
9858,75,difficult
95,74,difficult
266,74,difficult
298,74,difficult
380,74,difficult
392,74,difficult
538,74,difficult
548,74,difficult
596,74,difficult
597,74,difficult
671,74,difficult
693,74,difficult
745,74,difficult
751,74,difficult
756,74,difficult
768,74,difficult
843,74,difficult
860,74,difficult
894,74,difficult
949,74,difficult
3660,74,difficult
3752,74,difficult
3754,74,difficult
3872,74,difficult
3903,74,difficult
3907,74,difficult
3929,74,difficult
3955,74,difficult
3967,74,difficult
3986,74,difficult
4048,74,difficult
4081,74,difficult
4703,74,difficult
4963,74,difficult
4996,74,difficult
5094,74,difficult
5209,74,difficult
5929,74,difficult
6055,74,difficult
6138,74,difficult
6142,74,difficult
6247,74,difficult
6343,74,difficult
6382,74,difficult
6390,74,difficult
6403,74,difficult
6734,74,difficult
6831,74,difficult
6949,74,difficult
7084,74,difficult
7097,74,difficult
7141,74,difficult
7169,74,difficult
7438,74,difficult
7552,74,difficult
7593,74,difficult
7730,74,difficult
7937,74,difficult
7947,74,difficult
8194,74,difficult
8229,74,difficult
8270,74,difficult
8326,74,difficult
8354,74,difficult
8551,74,difficult
8628,74,difficult
8635,74,difficult
8647,74,difficult
8652,74,difficult
8717,74,difficult
8744,74,difficult
8837,74,difficult
8849,74,difficult
8935,74,difficult
8962,74,difficult
9043,74,difficult
9143,74,difficult
9186,74,difficult
9307,74,difficult
9334,74,difficult
9374,74,difficult
9379,74,difficult
9382,74,difficult
9402,74,difficult
9406,74,difficult
9489,74,difficult
9534,74,difficult
9616,74,difficult
9650,74,difficult
9740,74,difficult
9835,74,difficult
9862,74,difficult
384,73,difficult
